Node_ID,Title
DAC201,explaining the gap between asic and custom power: a custom perspective
DAC202,low-power design methodology for an on-chip bus with adaptive bandwidth capability
DAC203,quantum-dot cellular automata: computing by field polarization
DAC204,dnestmap: mapping deeply-nested loops on ultra-low power cgras
DAC205,quad: design and analysis of quality-area optimal low-latency approximate adders
DAC206,low-power approximate convolution computing unit with domain-wall motion based spin-memristor for image processing applications
DAC207,quantitative analysis of control flow checking mechanisms for soft errors
DAC208,hybrid energy storage systems and battery management for electric vehicles
DAC209,cost-effective power delivery to support per-core voltage domains for power-constrained processors
DAC210,compilation of stream programs onto scratchpad memory based embedded multicore processors through retiming
DAC211,a probabilistic and energy-efficient scheduling approach for online application in real-time systems
DAC212,energy-aware error control coding for flash memories
DAC213,phase-adjustable error detection flip-flops with 2-stage hold driven optimization and slack based grouping scheme for dynamic voltage scaling
DAC214,improving voltage assignment by outlier detection and incremental placement
DAC215,low-power bus encoding using an adaptive hybrid algorithm
DAC216,probabilistic interval-valued computation: toward a practical surrogate for statistics inside cad tools
DAC217,application/architecture power co-optimization for embedded systems powered by renewable sources
DAC218,energy-aware mpeg-4 fgs streaming
DAC219,system-level performance optimization of the data queueing memory management in high-speed network processors
DAC220,efficient gpu nvram persistence with helper warps
DAC221,energy-aware standby-sparing on heterogeneous multicore systems
DAC222,age-aware logic and memory co-placement for rram-fpgas
DAC223,a new learning method for inference accuracy, core occupation, and performance co-optimization on truenorth chip
DAC224,compiler directed automatic stack trimming for efficient non-volatile processors
DAC225,hars: a heterogeneity-aware runtime system for self-adaptive multithreaded applications
DAC226,error-resilient low-power dsp via path-delay shaping
DAC227,fpga-targeted high-level binding algorithm for power and area reduction with glitch-estimation
DAC228,register allocation for high-level synthesis using dual supply voltages
DAC229,enabling adaptability through elastic clocks
DAC230,multicore design is the challenge! what is the solution?
DAC231,optimal selection of voltage regulator modules in a power delivery network
DAC232,self-resetting latches for asynchronous micro-pipelines
DAC233,accelerating system-on-chip power analysis using hybrid power estimation
DAC234,towards an ultra-low-power architecture using single-electron tunneling transistors
DAC235,simultaneous time slack budgeting and retiming for dual-vdd fpga power reduction
DAC236,physical design methodology of power gating circuits for standard-cell-based design
DAC237,low-power repeater insertion with both delay and slew rate constraints
DAC238,quasi-static assignment of voltages and optional cycles for maximizing rewards in real-time systems with energy constraints
DAC239,a self-adjusting scheme to determine the optimum rbb by monitoring leakage currents
DAC240,a fast on-chip profiler memory
DAC241,approxlp: approximate multiplication with linearization and iterative error control
DAC242,systolic cube: a spatial 3d cnn accelerator architecture for low power video analysis
DAC243,campuf: physically unclonable function based on cmos image sensor fixed pattern noise
DAC244,a fast and power efficient architecture to parallelize lstm based rnn for cognitive intelligence applications
DAC245,disturbance aware memory partitioning for parallel data access in stt-ram
DAC246,invited: energy harvesting and transient computing: a paradigm shift for embedded systems?
DAC247,ultra-low power design of wearable cardiac monitoring systems
DAC248,ultra low-power implementation of ecc on the arm cortex-mo
DAC249,on enhancing power benefits in 3d ics: block folding and bonding styles perspective
DAC250,an efficient stt-ram last level cache architecture for gpus
DAC251,recovery-based design for variation-tolerant socs
DAC252,cognitive computing with spin-based neural networks
DAC253,seal: soft error aware low power scheduling by monte carlo state space under the influence of stochastic spatial and temporal dependencies
DAC254,using sat-based craig interpolation to enlarge clock gating functions
DAC255,no cache-coherence: a single-cycle ring interconnection for multi-core l1-nuca sharing on 3d chips
DAC256,the mixed signal optimum energy point: voltage and parallelism
DAC257,dynamic power management with hybrid power sources
DAC258,multi-frequency wrapper design and optimization for embedded cores under average power constraints
DAC259,design of a high-throughput low-power is95 viterbi decoder
DAC260,visual cortex inspired pixel-level re-configurable processors for smart image sensors
DAC261,parm: power supply noise aware resource management for noc based multicore systems in the dark silicon era
DAC262,an ultra-low power address-event sensor interface for energy-proportional time-to-information extraction
DAC263,energy efficient mapreduce with vfi-enabled multicore platforms
DAC264,joint automatic control of the powertrain and auxiliary systems to enhance the electromobility in hybrid electric vehicles
DAC265,thermal implications of on-chip voltage regulation: upcoming challenges and possible solutions
DAC266,throughput-oriented kernel porting onto fpgas
DAC267,making non-volatile nanomagnet logic non-volatile
DAC268,not so fast my friend: is near-threshold computing the answer for power reduction of wireless devices?
DAC269,device hypervisors
DAC270,synthesis and implementation of active mode power gating circuits
DAC271,xquasher: a tool for efficient computation of multiple linear expressions
DAC272,an automatic scratch pad memory management tool and mpeg-4 encoder case study
DAC273,low power passive equalizer optimization using tritonic step response
DAC274,system-on-chip power management considering leakage power variations
DAC275,a novel variation-aware low-power keeper architecture for wide fan-in dynamic gates
DAC276,leakage efficient chip-level dual-vdd assignment with time slack allocation for fpga power reduction
DAC277,lama: link-aware hybrid management for memory accesses in emerging cpu-fpga platforms
DAC278,noise-aware dvfs transition sequence optimization for battery-powered iot devices
DAC279,invited: accelerator design for deep learning training
DAC280,low-power on-chip network providing guaranteed services for snoopy coherent and artificial neural network systems
DAC281,cooperative dvfs for energy-efficient hevc decoding on embedded cpu-gpu architecture
DAC282,adaptive thermal management for 3d ics with stacked dram caches
DAC283,optimizing data placement for reducing shift operations on domain wall memories
DAC284,self-correcting sttram under magnetic field attacks
DAC285,a low power unsupervised spike sorting accelerator insensitive to clustering initialization in sub-optimal feature space
DAC286,a control-theoretic approach for energy efficient cpu-gpu subsystem in mobile platforms
DAC287,guidelines to design parity protected write-back l1 data cache
DAC288,a stt-ram-based low-power hybrid register file for gpgpus
DAC289,design, packaging, and architectural policy co-optimization for dc power integrity in 3d dram
DAC290,a multiple equivalent execution trace approach to secure cryptographic embedded software
DAC291,power-aware deployment and control of forced-convection and thermoelectric coolers
DAC292,power/capacity scaling: energy savings with simple fault-tolerant caches
DAC293,ultra low power associative computing with spin neurons and resistive crossbar memory
DAC294,decoupling capacitor design strategy for minimizing supply noise of ultra low voltage circuits
DAC295,a dvs-based pipelined reconfigurable instruction memory
DAC296,energy optimal speed control of devices with discrete speed sets
DAC297,successive log quantization for cost-efficient neural networks using stochastic computing
DAC298,low-overhead power trace obfuscation for smart meter privacy
DAC299,a 3t/cell practical embedded nonvolatile memory supporting symmetric read and write access based on ferroelectric fets
DAC300,stash: security architecture for smart hybrid memories
DAC301,data prediction for response flows in packet processing cache
DAC302,enabling write-reduction strategy for journaling file systems over byte-addressable nvram
DAC303,test methodology for dual-rail asynchronous circuits
DAC304,lower power by voltage stacking: a fine-grained system design approach
DAC305,aos: adaptive overwrite scheme for energy-efficient mlc stt-ram cache
DAC306,serial t0: approximate bus encoding for energy-efficient transmission of sensor signals
DAC307,minimizing the energy-delay product of sram arrays using a device-circuit-architecture co-optimization framework
DAC308,revisiting accelerator-rich cmps: challenges and solutions
DAC309,a new asynchronous pipeline template for power and performance optimization
DAC310,space-efficient multiversion index scheme for pcm-based embedded database systems
DAC311,steep slope devices: enabling new architectural paradigms
DAC312,real-time use-aware adaptive mimo rf receiver systems for energy under ber constraints
DAC313,flexible on-chip power delivery for energy efficient heterogeneous systems
DAC314,low-energy encryption for medical devices: security adds an extra design dimension
DAC315,apple: adaptive performance-predictable low-energy caches for reliable hybrid voltage operation
DAC316,designing energy-efficient noc for real-time embedded systems through slack optimization
DAC317,regaining throughput using completion detection for error-resilient, near-threshold logic
DAC318,designing ad-hoc scrubbing sequences to improve memory reliability against soft errors
DAC319,low power gated bus synthesis using shortest-path steiner graph for system-on-chip communications
DAC320,guess, solder, measure, repeat - how do i get my mixed-signal chip right?
DAC321,applying passive rfid system to wireless headphones for extreme low power consumption
DAC322,chip multi-processor generator
DAC323,design methodology for wireless nodes with printed antennas
DAC324,energy-efficient physically tagged caches for embedded processors with virtual memory
DAC325,enabling energy efficiency in via-patterned gate array devices
DAC326,coupling delay optimization by temporal decorrelation using dual threshold voltage technique
DAC327,exploring soi device structures and interconnect architectures for 3-dimensional integration
DAC328,a fine-grained arithmetic optimization technique for high-performance/low-power data path synthesis
DAC329,stfl: energy-efficient data movement with slow transition fast level signaling
DAC330,invited consolidating high-integrity, high-performance, and cyber-security functions on a manycore processor
DAC331,invited: protecting risc-v against side-channel attacks
DAC332,context-aware dataflow adaptation technique for low-power multi-core embedded systems
DAC333,morph: mobile oled-friendly recording and playback system for low power video streaming
DAC334,exploration of associative power management with instruction governed operation for ultra-low power design
DAC335,invited: ultra low power integrated transceivers for near-field iot
DAC336,a low-cost conflict-free noc for gpgpus
DAC337,monolayer transition metal dichalcogenide and black phosphorus transistors for low power robust sram design
DAC338,enaam: energy-efficient anti-aging for on-chip video memories
DAC339,one-pass logic synthesis for graphene-based pass-xnor logic circuits
DAC340,metasynthesis for designing automotive socs
DAC341,hardware/software co-design of elliptic-curve cryptography for resource-constrained applications
DAC342,path to a terabyte of on-chip memory for petabit per second bandwidth with < 5watts of power
DAC343,sacha: the stanford carbon nanotube controlled handshaking robot
DAC344,reconfigurable pipelined coprocessor for multi-mode communication transmission
DAC345,timing eco optimization using metal-configurable gate-array spare cells
DAC346,tracking appliance usage information in residential settings using off-the-shelf low-frequency meters
DAC347,system-level synthesis of memory architecture for stream processing sub-systems of a mpsoc
DAC348,a case for nems-based functional-unit power gating of low-power embedded microprocessors
DAC349,wavemin: a fine-grained clock buffer polarity assignment combined with buffer sizing
DAC350,rethinking memory redundancy: optimal bit cell repair for maximum-information storage
DAC351,energy-efficient mimo detection using unequal error protection for embedded joint decoding system
DAC352,detachable nano-carbon chip with ultra low power
DAC353,what's cool for the future of ultra low power designs?
DAC354,high performance and low power electronics on flexible substrate
DAC355,design of a 125 mu w, fully-scalable mpeg-2 and h.264/avc video decoder for mobile applications
DAC356,invited: in hardware we trust
DAC357,performance-aware wear leveling for block ram in nonvolatile fpgas
DAC358,surf-bless: a confined-interference routing for energy-efficient communication in nocs
DAC359,pima-logic: a novel processing-in-memory architecture for highly flexible and energy-efficient logic computation
DAC360,coding approach for low-power 3d interconnects
DAC361,enhancing workload-dependent voltage scaling for energy-efficient ultra-low-power embedded systems
DAC362,closed yet open dram: achieving low latency and high performance in dram memory systems
DAC363,a machine learning based hard fault recuperation model for approximate hardware accelerators
DAC364,soft-fet: phase transition material assisted soft switching field effect transistor for supply voltage droop mitigation
DAC365,ultralow power acoustic feature-scoring using gaussian i-v transistors
DAC366,fast and energy-efficient digital filters for signal conditioning in low-power microcontrollers
DAC367,vr-scale: runtime dynamic phase scaling of processor voltage regulators for improving power efficiency
DAC368,quest for high-performance bufferless nocs with single-cycle express paths and self-learning throttling
DAC369,re-target-able software power management framework using soc data auto-generation
DAC370,invited: integrated millimeter-wave/terahertz sensor systems for near-field iot
DAC371,a novel time and voltage based sar adc design with self-learning technique
DAC372,achieving power and reliability sign-off for automotive semiconductor designs
DAC373,novel power grid reduction method based on l1 regularization
DAC374,computer-aided design of machine learning algorithm: training fixed-point classifier for on-chip low-power implementation
DAC375,a systemc virtual prototyping based methodology for multi-standard soc functional verification
DAC376,advanced soft-error-rate (ser) estimation with striking-time and multi-cycle effects
DAC377,c-mine: data mining of logic common cases for low power synthesis of better-than-worst-case designs
DAC378,write mode aware loop tiling for high performance low power volatile pcm
DAC379,row based dual-vdd island generation and placement
DAC380,scalable vectorless power grid current integrity verification
DAC381,power gating applied to mp-socs for standby-mode power management
DAC382,non-volatile fpgas based on spintronic devices
DAC383,minimum-energy state guided physical design for nanomagnet logic
DAC384,system architecture and software design for electric vehicles
DAC385,xdra: exploration and optimization of last-level cache for energy reduction in ddr drams
DAC386,low-power area-efficient large-scale ip lookup engine based on binary-weighted clustered networks
DAC387,relax-and-retime: a methodology for energy-efficient recovery based design
DAC388,intimefix: a low-cost and scalable technique for in-situ timing error masking in logic circuits
DAC389,unrolling and retiming of stream applications onto embedded multicore processors
DAC390,virtualizing real-time embedded systems with java
DAC391,single-electron devices for ubiquitous and secure computing applications
DAC392,multiobjective optimization of sleep vector for zigzag power-gated circuits in standard cell elements
DAC393,custom is from venus and synthesis from mars
DAC394,early power-aware design & validation: myth or reality?
DAC395,low-power architectural trade-offs in a vlsi implementation of an adaptive hearing aid algorithm
DAC396,entering the hot zone - can you handle the heat and be cool?
DAC397,requirement-based design methods for adaptive communications links
DAC398,hybrid hierarchical timing closure methodology for a high performance and low power dsp
DAC399,a static estimation technique of power sensitivity in logic circuits
DATE1,rsm: a small and fast countermeasure for aes, secure against 1st and 2nd-order zero-offset scas
DATE2,energy efficiency of the ieee 802.15.4 standard in dense wireless microsensor networks: modeling and improvement perspectives
DATE3,dynamic thermal management in 3d multicore architectures
DATE4,a low-power fat tree-based optical network-on-chip for multiprocessor system-on-chip
DATE5,a survey of multi-source energy harvesting systems
DATE6,low power error resilient encoding for on-chip data buses
DATE7,inexact designs for approximate low power addition by cell replacement
DATE8,energy-and endurance-aware design of phase change memory caches
DATE9,a low-power, high-performance approximate multiplier with configurable partial error recovery
DATE10,substitute-and-simplify: a unified design paradigm for approximate and quality configurable circuits
DATE11,supporting task migration in multi-processor systems-on-chip: a feasibility study
DATE12,dronet: efficient convolutional neural network detector for real-time uav applications
DATE13,xpipes lite: a synthesis oriented design library for networks on chips
DATE14,understanding the impact of precision quantization on the accuracy and energy of neural networks
DATE15,mtj-based nonvolatile logic-in-memory circuit, future prospects and issues
DATE16,dynamically reconfigurable hybrid cache: an energy-efficient last-level cache design
DATE17,utbb fd-soi: a process/design symbiosis for breakthrough energy-efficiency
DATE18,tsv redundancy: architecture and design issues in 3d ic
DATE19,a transprecision floating-point platform for ultra-low power computing
DATE20,occupancy detection via ibeacon on android devices for smart building management
DATE21,temperature-aware dynamic resource provisioning in a power-optimized datacenter
DATE22,kast: k-associative sector translation for nand flash memory in real-time systems
DATE23,a ultra-low-energy convolution engine for fast brain-inspired vision in multicore clusters
DATE24,smart: a single-cycle reconfigurable noc for soc applications
DATE25,scalable stochastic processors
DATE26,towards designing robust qca architectures in the presence of sneak noise paths
DATE27,hebs: histogram equalization for backlight scaling
DATE28,rack-scale disaggregated cloud data centers: the dredbox project vision
DATE29,abacus: a technique for automated behavioral synthesis of approximate computing circuits
DATE30,adaptive voltage over-scaling for resilient applications
DATE31,the transprecision computing paradigm: concept, design, and applications
DATE32,a new approximate adder with low relative error and correct sign calculation
DATE33,design of voltage-scalable meta-functions for approximate computing
DATE34,a fully-asynchronous low-power framework for gals noc integration
DATE35,approximate logic circuits for low overhead, non-intrusive concurrent error detection
DATE36,afra: a low cost high performance reliable routing for 3d mesh nocs
DATE37,deep positron: a deep neural network using the posit number system
DATE38,ultra-efficient (embedded) soc architectures based on probabilistic cmos (pcmos) technology
DATE39,perpetual and low-cost power meter for monitoring residential and industrial appliances
DATE40,automatic design of low-power encoders using reversible circuit synthesis
DATE41,side-channel attacks from static power: when should we care?
DATE42,automatic tuning of two-level caches to embedded applications
DATE43,an overview of non-volatile memory technology and the implication for tools and architectures
DATE44,hybrid architectural dynamic thermal management
DATE45,saving power by mapping finite-state machines into embedded memory blocks in fpgas
DATE46,holylight: a nanophotonic accelerator for deep learning in data centers
DATE47,power analysis of mobile 3d graphics
DATE48,design of routing-constrained low power scan chains
DATE49,wulora: an energy efficient iot end-node for energy harvesting and heterogeneous communication
DATE50,mach-zehnder interferometer based design of all optical reversible binary adder
DATE51,hyperpowe: power- and memory-constrained hype parameter optimization for neural networks
DATE52,dynamic energy burst scaling for transiently powered systems
DATE53,impact of process-variations in sttram and adaptive boosting for robustness
DATE54,oap: an obstruction-aware cache management policy for stt-ram last-level caches
DATE55,dft schemes for resistive open defects in rrams
DATE56,energy-efficient convolutional neural networks with deterministic bit-stream processing
DATE57,design techniques for cross-layer resilience
DATE58,efficient power conversion for ultra low voltage micro scale energy transducers
DATE59,an approximation scheme for energy-efficient scheduling of real-time tasks in heterogeneous multiprocessor systems
DATE60,matic: learning around errors for efficient low-voltage neural network accelerators
DATE61,ultra-low power and dependability for iot devices
DATE62,truncapp: a truncation-based approximate divider for energy efficient dsp applications
DATE63,smart power unit with ultra low power radio trigger capabilities for wireless sensor networks
DATE64,challenges and emerging solutions in testing tsv-based 21/2d-and 3d-stacked ics
DATE65,rapid generation of thermal-safe test schedules
DATE66,design methodology for picoradio networks
DATE67,exploiting dynamic timing margins in microprocessors for frequency-over-scaling with instruction-based clock adjustment
DATE68,on the efficacy of write-assist techniques in low voltage nanoscale srams
DATE69,synthesis of reversible logic
DATE70,correlation manipulating circuits for stochastic computing
DATE71,magnetic tunnel junction enabled all-spin stochastic spiking neural network
DATE72,ultra-low power electronics with si/ge tunnel fet
DATE73,advances in asynchronous logic: from principles to gals & noc, recent industry applications, and commercial cad tools
DATE74,low power aging-aware register file design by duty cycle balancing
DATE75,quantified synthesis of reversible logic
DATE76,hardware architecture of bidirectional long short-term memory neural network for optical character recognition
DATE77,state of health aware charge management in hybrid electrical energy storage systems
DATE78,ip routing processing with graphic processors
DATE79,an 0.9x1.2 '', low power, energy-harvesting system with custom multi-channel communication interface
DATE80,aslan: synthesis of approximate sequential circuits
DATE81,design as you see fit: system-level soft error analysis of sequential circuits
DATE82,system level power modeling and simulation of high-end industrial network-on-chip
DATE83,low cost power failure protection for mlc nand flash storage systems with pram/dram hybrid buffer
DATE84,slackprobe: a low overhead in situ on-line timing slack monitoring methodology
DATE85,a self-adaptive system architecture to address transistor aging
DATE86,a hybrid packet-circuit switched on-chip network based on sdm
DATE87,design and optimization of fefet-based crossbars for binary convolution neural networks
DATE88,run-time power-gating in caches of gpus for leakage energy savings
DATE89,process variation tolerant low power dct architecture
DATE90,design challenges for wearable emg applications
DATE91,correlation-aware virtual machine allocation for energy-efficient datacenters
DATE92,experiences with mobile processors for energy efficient hpc
DATE93,investigating the impact of nbti on different power saving cache strategies
DATE94,low power illinois scan architecture for simultaneous power and test data volume reduction
DATE95,a direct bootstrapped cmos large capacitive-load driver circuit
DATE96,binary ring-lwi-hardware with power side-channel countermeasures
DATE97,a tunable magnetic skyrmion neuron cluster for energy efficient artificial neural network
DATE98,time-critical computing on a single-chip massively parallel processor
DATE99,process variation aware thread mapping for chip multiprocessors
DATE100,clock distribution scheme using coplanar transmission lines
DATE101,structural design optimization for deep convolutional neural networks using stochastic computing
DATE102,an ultra-low power dual-mode ecg monitor for healthcare and wellness
DATE103,fast and accurate computation using stochastic circuits
DATE104,debar: deflection based adaptive router with minimal buffering
DATE105,soda: software defined fpga based accelerators for big data
DATE106,system-level modeling of energy in tlm for early validation of power and thermal management
DATE107,routing table minimization for irregular mesh nocs
DATE108,dredbox: materializing a full-stack rack-scale system prototype of a next-generation disaggregated datacenter
DATE109,adaptive approximation in arithmetic circuits: a low-power unsigned divider design
DATE110,highly efficient and accurate seizure prediction on constrained iot devices
DATE111,circuit carving: a methodology for the design of approximate hardware
DATE112,an energy efficient backup scheme with low inrush current for nonvolatile sram in energy harvesting sensor nodes
DATE113,spiking neural network with rram: can we use it for real-world application?
DATE114,multi-core architecture design for ultra-low-power wearable health monitoring systems
DATE115,mapg: memory access power gating
DATE116,a novel ldpc decoder for dvb-s2 ip
DATE117,giant spin hall effect (gshe) logic design for low power application
DATE118,a spice-compatible model of graphene nano-ribbon field-effect transistors enabling circuit-level delay and power analysis under process variation
DATE119,performance analysis of hpc applications on low-power embedded platforms
DATE120,impact of voltage scaling on nanoscale sram reliability
DATE121,a mems reconfigurable quad-band class-e power amplifier for gsm standard
DATE122,enabling energy-efficient unsupervised monocular depth estimation on armv7-based platforms
DATE123,joint optimization of speed, accuracy, and energy for embedded image recognition systems
DATE124,the hidden cost of functional approximation against careful data sizing - a case study
DATE125,machine learning enabled power-aware network-on-chip design
DATE126,leverage emerging technologies for dpa-resilient block cipher design
DATE127,spintronics-based nonvolatile logic-in-memory architecture towards an ultra-low-power and highly reliable vlsi computing paradigm
DATE128,determining the minimal number of lines for large reversible circuits
DATE129,pseudo-cmos: a novel design style for flexible electronics
DATE130,a framework for battery-aware sensor management
DATE131,iem926: an energy efficient soc with dynamic voltage scaling
DATE132,chase: contract-based requirement engineering for cyber-physical system design
DATE133,soh-aware active cell balancing strategy for high power battery packs
DATE134,adaptive multi-voltage scaling in wireless noc for high performance low power applications
DATE135,leader: accelerating reram-based main memory by leveraging access latency discrepancy in crossbar arrays
DATE136,analysis of instruction-level vulnerability to dynamic voltage and temperature variations
DATE137,heterogeneous vs homogeneous mpsoc approaches for a mobile lte modem
DATE138,low-power finfet circuit synthesis using surface orientation optimization
DATE139,a novel low-overhead delay testing technique for arbitrary two-pattern test application
DATE140,minimizing stand-by leakage power in static cmos circuits
DATE141,captopril: reducing the pressure of bit flips on hot locations in non-volatile main memories
DATE142,high performance axi-4.0 based interconnect for extensible smart memory cubes
DATE143,m-dtm: migration-based dynamic thermal management for heterogeneous mobile multi-core processors
DATE144,memory testing with a risc microcontroller
DATE145,in-network reorder buffer to improve overall noc performance while resolving the in-order requirement problem
DATE146,long range wireless sensing powered by plant-microbial fuel cell
DATE147,enabling the heterogeneous accelerator model on ultra-low power microcontroller platforms
DATE148,soft-error reliability and power co-optimization for gpgpus register file using resistive memory
DATE149,ultra-wide voltage range designs in fully-depleted silicon-on-insulator fets
DATE150,a self-tuning cache architecture for embedded systems
DATE151,low power embedded software optimization using symbolic algebra
DATE152,an adaptive algorithm for low-power streaming multimedia processing
DATE153,a mechanism for energy-efficient reuse of decoding and scheduling of x86 instruction streams
DATE154,a deblocking filter hardware architecture for the high efficiency video coding standard
DATE155,an effective multi-source energy harvester for low power applications
DATE156,static and dynamic stability improvement strategies for 6t cmos low-power srams
DATE157,programmable aging sensor for automotive safety-critical applications
DATE158,masking timing errors on speed-paths in logic circuits
DATE159,joint consideration of fault-tolerance, energy-efficiency and performance in. on-chip networks
DATE160,a low complexity heuristic for design of custom network-on-chip architectures
DATE161,design and analysis of a programmable single-chip architecture for dvb-t base-band receiver
DATE162,real-time object detection towards high power efficiency
DATE163,a pulsed-index technique for single-channel, low-power, dynamic signaling
DATE164,energy versus data integrity trade-offs in embedded high-density logic compatible dynamic memories
DATE165,advanced system on a chip design based on controllable-polarity fets
DATE166,on reconfigurable single-electron transistor arrays synthesis using reordering techniques
DATE167,improved countermeasure against address-bit dpa for ecc scalar multiplication
DATE168,combining optimizations in automated low power design
DATE169,a new asymmetric sram cell to reduce soft errors and leakage power in fpga
DATE170,architectural leakage-aware management of partitioned scratchpad memories
DATE171,software-based self-test of processors under power constraints
DATE172,concurrent sizing, vdd and v-th assignment for low-power design
DATE173,access pattern based local memory customization for low power embedded systems.
DATE174,fixer: flow integrity extensions for embedded risc-v
DATE175,accurate electrothermal modeling of thermoelectric generators
DATE176,architecture of ring-based redundant tsv for clustered faults
DATE177,asynchronous asymmetrical write termination (aawt) for a low power stt-mram
DATE178,a methodology for embedded classification of heartbeats using random projections
DATE179,enhanced metamodeling techniques for high-dimensional ic design estimation problems
DATE180,vamv: variability-aware memory virtualization
DATE181,current source modeling for power and timing analysis at different supply voltages
DATE182,a monitor interconnect and support subsystem for multicore processors
DATE183,wrapper design for testing tp cores with multiple clock domains
DATE184,scaling into ambient intelligence
DATE185,waves: wavelength selection for power-efficient 2.5d-integrated photonic nocs
DATE186,adaptive compressed sensing at the fingertip of internet-of-things sensors: an ultra-low power activity recognition
DATE187,voltage-controlled mram for working memory: perspectives and challenges
DATE188,multi-harmonic nonlinear modeling of low-power pwm dc-dc converters operating in ccm and dcm
DATE189,dyrectape: a dynamically reconfigurable (c)under-barache using domain wall memory tapes
DATE190,40.4fj/bit/mm low-swing on-chip signaling with self-resetting logic repeaters embedded within a mesh noc in 45nm soi cmos
DATE191,an energy efficient dram subsystem for 3d integrated socs
DATE192,a new reconfigurable clock-gating technique for low power sram-based fpgas
DATE193,low-complexity high throughput vlsi architecture of soft-output ml mimo detector
DATE194,ultra low-power 12-bit sar adc for rfid applications
DATE195,a method to remove deadlocks in networks-on-chips with wormhole flow control
DATE196,an efficient dynamic multicast routing protocol for distributing traffic in nocs
DATE197,process variation aware sram/cache for aggressive voltage-frequency scaling
DATE198,exploring temperature-aware design in low-power mpsocs
DATE199,hardware trojans in emerging non-volatile memories
DATE200,a wear leveling aware memory allocator for both stack and heap management in pcm-based main memory systems
DATE201,iot(2) the internet of tiny things: realizing mm-scale sensors through 3d die stacking
DATE202,low-power variation-aware cores based on dynamic data-dependent bitwidth truncation
DATE203,advanced spintronic memory and logic for non-volatile processors
DATE204,towards low power approximate dct architecture for hevc standard
DATE205,system level exploration of a stt-mram based level 1 data-cache
DATE206,automatic and efficient heap data management for limited local memory multicore architectures
DATE207,fifo cache analysis for wcet estimation: a quantitative approach
DATE208,synthesis of low-overhead configurable source routing tables for network interfaces
DATE209,networks on chips for high-end consumer-electronics tv system architectures
DATE210,exploiting data forwarding to reduce the power budget of vliw embedded processors
DATE211,cad for rf circuits
DATE212,design and evaluation of smallfloat simd extensions to the risc-v isa
DATE213,laser: a hardware/software approach to accelerate complicated loops on cgras
DATE214,static power side-channel analysis of a threshold implementation prototype chip
DATE215,low-power multichannel spectro-temporal feature extraction circuit for audio pattern wake-up
DATE216,gait analysis for fall prediction using hierarchical textile-based capacitive sensor arrays
DATE217,an all-digital spike-based ultra-low-power ir-uwb dynamic average threshold crossing scheme for muscle force wireless transmission
DATE218,energy efficient in-memory aes encryption based on nonvolatile domain-wall nanowire
DATE219,spintronics for low-power computing
DATE220,energy-efficient multicore chip design through cross-layer approach
DATE221,scheduling for register file energy minimization in explicit datapath architectures
DATE222,powering and communicating with mm-size implants
DATE223,design flow for embedded fpgas based on a flexible architecture template
DATE224,an efficiently preconditioned gmres method for fast parasitic-sensitive deep-submicron vlsi circuit simulation
DATE225,a tool for automatic generation of rtl-level vhdl description of rns fir filters
DATE226,dynamic voltage and cache reconfiguration for low power
DATE227,scheduling and mapping of conditional task graphs for the synthesis of low power embedded systems
DATE228,design of low-power high-speed maximum a priori decoder architectures
DATE229,cars: a multi-layer conflict-aware request scheduler for nvme ssds
DATE230,scadpa: side-channel assisted differential-plaintext attack on bit permutation based ciphers
DATE231,pneuro: a scalable energy-efficient programmable hardware accelerator for neural networks
DATE232,magnetic skyrmions for future potential memory and logic applications: alternative information carriers
DATE233,lars: logically adaptable retention time stt-ram cache for embedded systems
DATE234,malru: miss-penalty aware lru-based cache replacement for hybrid memory systems
DATE235,hybrid spiking-based multi-layered self-learning neuromorphic system based on memristor crossbar arrays
DATE236,an asynchronous noc router in a 14nm finfet library: comparison to an industrial synchronous counterpart
DATE237,adaptive interference rejection in human body communication using variable duty cycle integrating ddr receiver
DATE238,towards performance and reliability-efficient computing in the dark silicon era
DATE239,energy-efficient fpga implementation for binomial option pricing using opencl
DATE240,design of low energy, high performance synchronous and asynchronous 64-point fft
DATE241,an ultra-low power hardware accelerator architecture for wearable computers using dynamic time warping
DATE242,energy-efficient memory hierarchy for motion and disparity estimation in multiview video coding
DATE243,adaptive thermal management for portable system batteries by forced convection cooling
DATE244,state-based full predication for low power coarse-grained reconfigurable architecture
DATE245,statistical thermal modeling and optimization considering leakage power variations
DATE246,a high performance split-radix fft with constant geometry architecture
DATE247,runtime power estimator calibration for high-performance microprocessors
DATE248,defect aware x-filling for low-power scan testing
DATE249,power gating design for standard-cell-like structured asics
DATE250,using non-volatile memory to save energy in servers
DATE251,single ended 6t sram with isolated read-port for low-power embedded systems
DATE252,test strategies for low power devices
DATE253,efficient code density through look-up table compression
DATE254,distributed object models for multi-processor soc's, with application to low-power multimedia wireless systems
DATE255,asynchronous design by conversion: converting synchronous circuits into asynchronous ones
DATE256,visual inertial odometry at the edge: a hardware-software co-design approach for ultra-low latency and power
DATE257,exploiting on-chip power management for side-channel security
DATE258,mitigation of nbti induced performance degradation in on-chip digital ldos
DATE259,an on-line framework for improving reliability of real-time systems on big-little type mpsocs
DATE260,a methodology for the design of dynamic accuracy operators by runtime back bias
DATE261,ultra low-power visual odometry for nano-scale unmanned aerial vehicles
DATE262,a ultra-low-power fpga based on monolithically integrated rrams
